County,State,market_name
PUSHMATAHA *,OK,"McAlester, OK"
ERATH *,TX,"Stephenville, TX"
COMANCHE,TX,"Comanche, TX"
LINCOLN *,WY,"Jackson Hole, WY-ID"
TETON,ID,"Jackson Hole, WY-ID"
TETON,WY,"Jackson Hole, WY-ID"
FREMONT,CO,"Fremont County, CO"
MONO,CA,"Mono County, CA"
INYO,CA,"Inyo County, CA"
ROOSEVELT *,MT,"Wolf Point, MT"
TYLER,TX,"Woodville, TX"
COLUSA,CA,"Colusa County, CA"
PANOLA,TX,"Carthage, TX"
MESA,CO,"Grand Junction, CO"
SHELBY,TX,"Center, TX"
STONEWALL,TX,"Aspermont, TX"
CHEROKEE *,TX,"Jacksonville, TX"
JASPER,TX,"Jasper, TX"
NEWTON,TX,"Jasper, TX"
WARD,TX,"Monahans, TX"
NATCHITOCHES,LA,Natchitoches
SABINE,LA,"Many, LA"
ELBERT,CO,"Lincoln County, CO"
KIT CARSON *,CO,"Lincoln County, CO"
LINCOLN,CO,"Lincoln County, CO"
MONTROSE,CO,"Montrose County, CO"
OURAY,CO,"Montrose County, CO"
SAN MIGUEL,CO,"Montrose County, CO"
DOLORES,CO,"Montezuma County, CO"
MONTEZUMA,CO,"Montezuma County, CO"
MORGAN,CO,"Morgan County, CO"
WASHINGTON,CO,"Morgan County, CO"
BENT *,CO,"Otero County, CO"
CROWLEY,CO,"Otero County, CO"
OTERO,CO,"Otero County, CO"
EAGLE *,CO,"Pitkin County, CO"
PITKIN,CO,"Pitkin County, CO"
BACA,CO,"Lamar, CO"
BENT *,CO,"Lamar, CO"
CHEYENNE *,CO,"Lamar, CO"
KIOWA,CO,"Lamar, CO"
PROWERS,CO,"Lamar, CO"
PUEBLO,CO,"Pueblo, CO"
GARFIELD,CO,"Garfield County, CO"
RIO BLANCO *,CO,"Garfield County, CO"
WELD *,CO,"Weld County, CO"
CHEYENNE *,CO,"Burlington-Goodland, CO-KS"
KIT CARSON *,CO,"Burlington-Goodland, CO-KS"
SHERMAN,KS,"Burlington-Goodland, CO-KS"
ALAMOSA,CO,"Alamosa, CO"
CONEJOS,CO,"Alamosa, CO"
MINERAL,CO,"Alamosa, CO"
RIO GRANDE,CO,"Alamosa, CO"
SAGUACHE,CO,"Alamosa, CO"
HARTFORD *,CT,"Hartford, CT"
LITCHFIELD *,CT,"Hartford, CT"
MIDDLESEX *,CT,"Hartford, CT"
NEW LONDON *,CT,"Hartford, CT"
TOLLAND *,CT,"Hartford, CT"
WINDHAM *,CT,"Hartford, CT"
MIDDLESEX *,CT,"New Haven, CT"
NEW HAVEN *,CT,"New Haven, CT"
NEW LONDON *,CT,"Norwich, CT-RI"
WASHINGTON *,RI,"Norwich, CT-RI"
WINDHAM *,CT,"Norwich, CT-RI"
LITCHFIELD *,CT,"Torrington, CT"
